Num1, Num2, muSDF, gradLen,  gradX,  gradY,   gradZ 
1801, 0318, -0.0004, 0.9683, -0.0110, 0.0323, -0.0335
1801, 0329, 0.0004, 0.9581, -0.0042, 0.0284, -0.0116
1799, 0319, -0.0001, 0.9660, -0.0032, 0.0854, -0.0090
1801, 0330, -0.0004, 0.9754, -0.0652, -0.0131, 0.0073
1800, 0310, 0.0000, 0.9956, -0.0225, 0.0790, -0.0070
1797, 0325, 0.0003, 0.9615, -0.0088, 0.0639, 0.0207
1797, 0314, -0.0001, 0.9933, -0.0041, 0.0458, 0.0138
1801, 0294, -0.0006, 0.9948, 0.0074, 0.0577, 0.0124
1801, 0316, -0.0009, 0.9697, 0.0244, 0.0592, 0.0213
1800, 0307, -0.0005, 0.9324, 0.0078, 0.1013, 0.0569
1800, 0327, -0.0007, 0.9890, 0.0149, 0.0748, 0.0146
1800, 0319, -0.0007, 0.9707, 0.0139, 0.0464, 0.0021
1800, 0316, -0.0008, 0.9797, -0.0008, 0.0646, 0.0149
1800, 0324, -0.0004, 0.9545, -0.0551, 0.0337, 0.0085
1801, 0314, -0.0008, 0.9649, -0.0464, 0.0853, -0.0326
1801, 0318, -0.0007, 0.9801, 0.0121, 0.0685, -0.0360
1802, 0331, -0.0003, 0.9643, -0.0520, 0.0909, -0.0085
1801, 0348, -0.0004, 0.9949, 0.0152, 0.1099, 0.0107
1800, 0299, -0.0010, 1.0181, 0.0303, 0.1197, 0.0244
1800, 0326, -0.0007, 1.0118, 0.0238, 0.0993, 0.0331
1801, 0334, -0.0011, 0.9974, -0.0131, 0.0520, 0.0293
1801, 0327, -0.0011, 0.9740, 0.0059, 0.0543, 0.0444
1800, 0325, -0.0008, 0.9753, -0.0124, 0.0987, -0.0069
1802, 0335, -0.0009, 0.9893, 0.0211, 0.0435, -0.0049
1800, 0319, -0.0008, 0.9933, -0.0110, 0.0760, -0.0020
1801, 0313, -0.0013, 1.0151, -0.0342, 0.0512, 0.0098
1801, 0328, -0.0010, 0.9850, -0.0091, 0.0334, 0.0172
1800, 0308, -0.0010, 1.0074, 0.0030, 0.0741, -0.0038
1800, 0294, -0.0013, 0.9961, -0.0359, 0.0567, -0.0092
1801, 0328, -0.0010, 0.9699, -0.0069, 0.0436, 0.0148
1801, 0319, -0.0011, 0.9747, -0.0049, 0.0938, 0.0801
1801, 0315, -0.0010, 0.9805, -0.0219, 0.0700, 0.0417
1801, 0317, -0.0008, 0.9647, -0.0081, 0.0749, 0.0241
1802, 0334, -0.0007, 0.9714, -0.0001, 0.1111, 0.0241
1801, 0328, -0.0008, 0.9779, 0.0054, 0.0688, 0.0615
1802, 0333, -0.0005, 0.9787, -0.0167, 0.0729, 0.0134
1802, 0331, -0.0007, 0.9803, 0.0236, 0.0702, 0.0316
1802, 0334, -0.0009, 1.0069, 0.0173, 0.0837, 0.0142
1801, 0337, -0.0007, 0.9608, 0.0002, 0.0657, 0.0020
1802, 0337, -0.0004, 0.9934, -0.0043, 0.0402, 0.0343
1802, 0328, -0.0007, 0.9695, -0.0336, 0.0523, 0.0276
1747, 0376, -0.0010, 0.9488, -0.0131, 0.0533, -0.0806
1746, 0367, -0.0007, 0.9055, 0.0268, 0.0091, -0.1052
1747, 0367, -0.0009, 0.9158, 0.0176, 0.0502, -0.1073
1747, 0369, -0.0006, 0.9399, -0.0316, 0.0503, -0.0755
1692, 0399, -0.0008, 0.9233, -0.0262, 0.0238, -0.1161
1692, 0406, -0.0005, 0.9418, -0.0390, -0.0018, -0.1105
1693, 0390, -0.0001, 0.9282, 0.0025, 0.0231, -0.0723
1693, 0396, -0.0000, 0.9223, 0.0212, 0.0008, -0.0734
1693, 0406, -0.0002, 0.9191, 0.0139, 0.0389, -0.0662
1693, 0393, -0.0004, 0.9280, 0.0290, -0.0145, -0.1277
1695, 0391, -0.0005, 0.9144, 0.0196, 0.0212, -0.1143
1694, 0385, -0.0004, 0.9571, 0.0062, 0.0419, -0.1077
1694, 0392, -0.0004, 0.9218, 0.0020, -0.0037, -0.1206
1694, 0395, -0.0004, 0.9469, -0.0129, -0.0433, -0.1425
1694, 0390, -0.0001, 0.9467, -0.0152, -0.0010, -0.1519
1694, 0396, -0.0005, 0.9411, 0.0060, -0.0172, -0.1160
1694, 0398, -0.0004, 0.9133, -0.0008, -0.0253, -0.1348
1695, 0400, -0.0001, 0.9269, 0.0021, 0.0472, -0.0642
1695, 0433, -0.0004, 0.9253, 0.0105, -0.0125, -0.1274
1694, 0420, -0.0004, 0.9161, -0.0048, -0.0054, -0.1249
1694, 0408, -0.0003, 0.9314, -0.0027, -0.0115, -0.1411
1694, 0411, -0.0003, 0.9351, -0.0121, -0.0086, -0.1308
1695, 0408, -0.0003, 0.9560, 0.0168, 0.0006, -0.1500
1893, 0405, -0.0012, 0.9423, 0.0047, 0.0141, -0.0556
1895, 0413, -0.0015, 0.9599, -0.0195, 0.0242, -0.0554
1896, 0427, -0.0010, 0.9253, 0.0256, -0.0039, -0.0388
1894, 0400, -0.0007, 0.9555, 0.0300, 0.0446, -0.0481
1895, 0411, -0.0007, 0.9444, 0.0262, -0.0164, -0.0316
1894, 0412, -0.0009, 0.9072, -0.0129, 0.0023, -0.0235
1892, 0419, -0.0007, 0.9171, 0.0341, 0.0171, -0.0348
1894, 0399, -0.0007, 0.9343, 0.0149, 0.0237, -0.0227
1893, 0402, -0.0009, 0.9678, -0.0068, 0.0280, -0.0327
1853, 0406, -0.0016, 0.9251, -0.0113, -0.0380, -0.0588
1853, 0427, -0.0014, 0.9246, 0.0159, 0.0094, -0.0893
1853, 0408, -0.0013, 0.9379, 0.0320, 0.0176, -0.0813
1860, 0448, 0.0009, 0.9372, -0.0027, -0.0132, -0.0611
1859, 0435, 0.0009, 0.9473, -0.0251, -0.0237, -0.0666
1859, 0437, 0.0007, 0.9664, -0.0135, -0.0170, -0.0535
1850, 0347, -0.0021, 0.9208, 0.0044, 0.0889, -0.0328
1850, 0355, -0.0013, 0.9028, 0.0548, 0.0337, -0.0904
1849, 0378, -0.0017, 0.9346, 0.0047, 0.0964, -0.0628
1852, 0389, -0.0014, 0.9218, 0.0549, 0.0911, -0.0528
1850, 0411, -0.0014, 0.9256, 0.0158, 0.1247, -0.0544
1851, 0413, -0.0013, 0.9252, 0.0374, 0.0565, -0.1111
1851, 0411, -0.0012, 0.9319, -0.0278, 0.0928, -0.0426
1850, 0389, -0.0017, 0.9257, 0.0201, 0.0933, -0.0560
1849, 0394, -0.0010, 0.9240, 0.0287, 0.1082, -0.0954
1850, 0379, -0.0011, 0.9346, 0.0250, 0.1028, -0.0779
1847, 0395, -0.0006, 0.9272, 0.0012, 0.0858, -0.0629
1850, 0378, -0.0011, 0.9231, 0.0039, 0.0975, -0.0843
1849, 0395, -0.0006, 0.9444, 0.0233, 0.1021, -0.0625
1850, 0383, -0.0011, 0.9322, -0.0115, 0.0948, -0.0692
1848, 0400, -0.0011, 0.9339, 0.0134, 0.0835, -0.0944
1849, 0389, -0.0006, 0.9290, 0.0087, 0.0966, -0.0542
1847, 0393, -0.0007, 0.9391, -0.0100, 0.0921, -0.1050
1850, 0395, -0.0008, 0.9320, -0.0124, 0.0998, -0.0898
1848, 0383, -0.0011, 0.9586, -0.0028, 0.1035, -0.0839
1849, 0396, -0.0005, 0.9249, 0.0080, 0.1032, -0.0608
1849, 0379, -0.0010, 0.9444, 0.0256, 0.1233, -0.0805
1850, 0385, -0.0010, 0.9454, -0.0159, 0.1109, -0.0603
1848, 0384, -0.0011, 0.9197, 0.0074, 0.0929, -0.0989
1850, 0381, -0.0009, 0.9324, 0.0397, 0.0929, -0.0579
1845, 0378, -0.0008, 0.9003, 0.0393, 0.0834, -0.0713
1851, 0397, -0.0007, 0.9468, 0.0372, 0.0451, -0.0498
1849, 0371, -0.0005, 0.9093, 0.0091, 0.0887, -0.0734
1849, 0378, -0.0012, 0.9495, 0.0089, 0.1256, -0.0792
1847, 0384, -0.0005, 0.9168, 0.0402, 0.0926, -0.0205
1850, 0406, -0.0006, 0.9406, -0.0016, 0.0862, -0.0775
1849, 0391, -0.0009, 0.9372, 0.0401, 0.1062, -0.0869
1849, 0403, -0.0010, 0.9270, 0.0115, 0.0991, -0.0703
1911, 0428, -0.0006, 0.9081, 0.0208, 0.0322, -0.0825
1911, 0426, -0.0010, 0.9131, -0.0233, -0.0002, -0.0774
1912, 0413, -0.0007, 0.9160, 0.0054, 0.0531, -0.0877
1914, 0395, -0.0006, 0.9117, 0.0231, 0.0297, -0.0706
1915, 0390, -0.0005, 0.9167, 0.0145, 0.0321, -0.0905
1915, 0395, -0.0008, 0.8966, 0.0364, -0.0222, -0.0650
1698, 0376, -0.0006, 0.9574, 0.0278, 0.0513, -0.0622
1697, 0374, -0.0009, 0.9677, 0.0515, 0.0405, -0.0241
1695, 0384, -0.0011, 0.9865, 0.0610, 0.0173, -0.0382
1696, 0384, -0.0011, 0.9559, 0.0253, 0.0103, -0.0490
1696, 0381, -0.0011, 0.9514, -0.0130, -0.0376, -0.0732
1696, 0378, -0.0013, 0.9541, 0.0374, 0.0207, -0.0399
1695, 0367, -0.0013, 0.9834, 0.0100, 0.0325, -0.0686
1697, 0369, -0.0012, 0.9454, 0.0289, -0.0002, -0.0568
1697, 0386, -0.0009, 0.9609, 0.0636, 0.0220, -0.0692
1699, 0373, -0.0009, 0.9767, 0.0186, 0.0049, -0.0479
1699, 0374, -0.0007, 0.9378, 0.0519, -0.0118, -0.0634
1698, 0363, -0.0009, 0.9776, 0.0960, 0.0367, 0.0133
1697, 0351, -0.0009, 0.9737, 0.0578, 0.0768, -0.0021
1698, 0365, -0.0008, 0.9618, 0.0388, 0.0890, 0.0294
1697, 0357, -0.0006, 0.9919, 0.0173, 0.1090, -0.0107
1697, 0362, -0.0002, 0.9604, -0.0157, 0.0666, -0.0001
1694, 0369, -0.0002, 0.9614, 0.0151, 0.0359, -0.0192
1695, 0372, -0.0007, 0.9742, 0.0107, 0.0879, -0.0122
1697, 0376, -0.0010, 0.9825, 0.0114, 0.0564, -0.0284
1697, 0368, -0.0008, 0.9818, 0.0224, 0.0710, 0.0164
1697, 0359, -0.0003, 0.9737, 0.0022, 0.0639, -0.0197
1695, 0353, -0.0006, 0.9533, 0.0366, 0.0803, 0.0325
1695, 0362, -0.0009, 0.9786, 0.0220, 0.0392, 0.0391
1694, 0369, -0.0009, 0.9651, 0.0369, 0.0853, 0.0376
1697, 0346, -0.0010, 0.9872, 0.0179, 0.0585, 0.0355
1696, 0367, -0.0010, 1.0011, 0.0249, 0.1235, 0.0156
1695, 0351, -0.0008, 0.9570, -0.0064, 0.0122, 0.0360
1694, 0357, -0.0009, 0.9540, 0.0558, 0.0301, 0.0179
1695, 0349, -0.0009, 0.9934, 0.0181, 0.0600, 0.0365
1694, 0353, -0.0007, 0.9467, 0.0288, 0.0617, 0.0056
1695, 0363, -0.0009, 0.9638, 0.0585, 0.0654, 0.0194
1696, 0359, -0.0002, 0.9476, -0.0164, 0.0542, 0.0436
1695, 0379, -0.0006, 0.9442, 0.0028, 0.0731, 0.0069
1695, 0367, -0.0002, 0.9544, -0.0123, 0.0902, 0.0229
1695, 0356, -0.0000, 0.9525, 0.0084, 0.0880, 0.0357
1695, 0371, -0.0005, 0.9910, 0.0249, 0.0881, 0.0562
1695, 0367, -0.0007, 0.9708, 0.0353, 0.0882, 0.0205
1694, 0378, -0.0007, 0.9806, 0.0231, 0.0665, 0.0173
1694, 0372, -0.0008, 0.9638, 0.0185, 0.0633, -0.0294
1695, 0351, -0.0006, 0.9531, 0.0080, 0.0329, -0.0376
1695, 0360, -0.0007, 0.9749, 0.0074, 0.0486, -0.0158
1695, 0365, -0.0007, 0.9625, 0.0410, 0.0474, 0.0162
1697, 0343, -0.0007, 0.9558, 0.0228, 0.0822, 0.0244
1695, 0356, -0.0007, 0.9820, 0.0622, 0.0649, 0.0113
1697, 0369, -0.0008, 0.9921, 0.0397, 0.0608, 0.0155
1696, 0365, -0.0002, 1.0031, 0.0184, 0.0942, 0.0007
1694, 0372, -0.0006, 0.9678, 0.0523, 0.0979, -0.0012
1694, 0354, -0.0007, 0.9624, 0.0431, 0.0195, -0.0551
1695, 0359, -0.0007, 0.9529, 0.0349, 0.0292, -0.0184
1695, 0368, -0.0003, 0.9703, 0.0105, 0.0920, 0.0477
1694, 0373, -0.0006, 0.9709, 0.0391, 0.0641, -0.0055
1695, 0378, -0.0008, 0.9614, 0.0553, 0.0560, 0.0032
1695, 0359, -0.0004, 0.9917, 0.0087, 0.0885, 0.0443
1695, 0351, -0.0009, 0.9904, -0.0026, 0.0835, 0.0150
1697, 0352, -0.0005, 1.0036, 0.0240, 0.0388, 0.0698
1697, 0372, -0.0001, 0.9586, -0.0079, 0.0536, 0.0495
1696, 0359, -0.0008, 0.9716, -0.0053, 0.0548, 0.0615
1695, 0343, -0.0005, 0.9733, -0.0028, 0.0744, 0.0105
1694, 0370, -0.0006, 0.9802, 0.0259, 0.0809, -0.0042
1694, 0377, -0.0009, 0.9683, 0.0601, 0.0561, -0.0067
1696, 0350, -0.0006, 0.9658, -0.0017, 0.0302, 0.0101
1695, 0366, -0.0006, 0.9746, 0.0264, 0.0579, -0.0031
1694, 0376, -0.0004, 0.9867, 0.0468, 0.0876, -0.0238
1694, 0366, -0.0008, 0.9686, 0.0419, 0.0421, -0.0160
1695, 0374, -0.0009, 0.9633, 0.0545, 0.0550, -0.0246
1697, 0363, -0.0003, 0.9903, -0.0221, 0.0600, 0.0292
1695, 0374, -0.0005, 0.9581, 0.0683, 0.0865, 0.0039
1694, 0377, -0.0007, 0.9697, 0.0382, 0.0664, 0.0033
1695, 0378, -0.0008, 0.9628, 0.0499, 0.0307, -0.0066
1696, 0369, -0.0006, 0.9782, 0.0130, 0.1312, 0.0332
1696, 0356, -0.0007, 0.9908, -0.0013, 0.0756, 0.0697
1695, 0381, -0.0004, 0.9797, 0.0419, 0.1145, 0.0119
1694, 0371, -0.0005, 0.9590, 0.0514, 0.0829, -0.0180
1695, 0357, -0.0010, 0.9975, 0.0503, 0.0493, -0.0016
1696, 0365, -0.0007, 0.9710, -0.0010, 0.0484, -0.0007
1695, 0382, -0.0006, 0.9880, 0.0544, 0.0610, 0.0044
1694, 0369, -0.0010, 0.9880, 0.0483, 0.0547, -0.0324
1695, 0357, -0.0006, 0.9528, 0.0320, 0.0251, 0.0001
1695, 0357, -0.0005, 0.9958, 0.0356, 0.0790, 0.0535
1694, 0348, -0.0009, 0.9634, 0.0201, 0.0793, 0.0175
1694, 0382, -0.0006, 0.9631, 0.0595, 0.0603, -0.0362
1695, 0378, -0.0007, 0.9736, 0.0693, 0.0647, -0.0330
1696, 0381, -0.0007, 0.9939, 0.0086, 0.0867, 0.0386
1694, 0369, -0.0009, 0.9698, 0.0793, 0.0486, -0.0006
1696, 0353, -0.0007, 0.9704, -0.0046, 0.0646, 0.0355
1696, 0369, -0.0002, 0.9838, 0.0242, 0.0759, 0.0281
1695, 0368, -0.0005, 0.9589, 0.0408, 0.0660, 0.0173
1694, 0360, -0.0006, 0.9524, -0.0193, 0.0570, 0.0108
1694, 0355, -0.0007, 0.9486, -0.0106, 0.0453, -0.0339
1694, 0365, -0.0009, 0.9689, 0.0410, 0.0647, 0.0071
1695, 0369, -0.0007, 0.9605, 0.0584, 0.0202, 0.0013
1695, 0377, -0.0005, 0.9608, 0.0499, 0.0774, 0.0391
1694, 0382, -0.0008, 0.9452, 0.0286, 0.0366, 0.0240
1696, 0362, -0.0011, 0.9566, -0.0096, 0.0305, 0.0517
1695, 0361, -0.0005, 0.9277, 0.0147, 0.0495, 0.0214
1695, 0353, -0.0010, 0.9511, 0.0538, 0.0763, 0.0047
1695, 0356, -0.0009, 1.0007, 0.0132, 0.0457, -0.0055
1696, 0347, -0.0009, 1.0231, 0.0423, 0.0768, 0.0522
1697, 0362, -0.0001, 0.9679, 0.0224, 0.0496, 0.0109
1696, 0365, -0.0002, 0.9535, -0.0117, 0.0415, 0.0304
1661, 0366, -0.0012, 0.9390, 0.0310, 0.0656, 0.0231
1661, 0356, -0.0005, 0.9493, 0.0188, 0.0181, 0.0151
1664, 0357, -0.0008, 0.9190, 0.0326, 0.0298, -0.0064
1665, 0359, -0.0008, 0.9446, -0.0597, 0.0050, -0.0359
1666, 0349, -0.0008, 0.9370, 0.0129, 0.0228, -0.0187
1664, 0351, -0.0006, 0.9597, -0.0027, 0.0300, -0.0250
1664, 0388, -0.0007, 0.9301, 0.0092, -0.0020, -0.0253
1664, 0372, -0.0007, 0.9214, 0.0004, -0.0133, -0.0233
1664, 0390, -0.0003, 0.9077, 0.0034, -0.0338, -0.0233
1748, 0407, -0.0009, 0.9533, -0.0264, 0.0306, -0.0227
1745, 0421, -0.0010, 0.9173, 0.0018, 0.0398, -0.0069
1745, 0424, -0.0009, 0.9141, 0.0059, 0.0227, 0.0006
1747, 0395, -0.0008, 0.9253, -0.0124, 0.0274, 0.0426
1747, 0413, -0.0009, 0.9247, -0.0126, 0.0192, 0.0487
1745, 0393, -0.0011, 0.9468, -0.0046, 0.0410, -0.0206
1746, 0379, -0.0009, 0.9377, -0.0238, 0.0227, -0.0137
1747, 0391, -0.0008, 0.9627, -0.0267, 0.0297, 0.0262
1747, 0392, -0.0006, 0.9359, -0.0417, 0.0122, -0.0033
1747, 0414, -0.0009, 0.9583, -0.0158, 0.0055, 0.0349
1747, 0407, -0.0008, 0.9660, -0.0255, 0.0310, 0.0446
1747, 0386, -0.0007, 0.9428, -0.0021, 0.0482, 0.0396
1747, 0393, -0.0008, 0.9411, -0.0029, 0.0395, 0.0531
1747, 0394, -0.0008, 0.9456, -0.0135, 0.0203, 0.0637
1747, 0403, -0.0009, 0.9632, -0.0184, 0.0242, 0.0826
1825, 0414, 0.0009, 0.9489, 0.0181, 0.1144, 0.0763
1832, 0399, 0.0005, 0.9507, 0.0600, 0.0517, 0.0215
1833, 0385, -0.0001, 0.9330, 0.0926, 0.0526, 0.0131
1834, 0391, -0.0005, 0.9876, 0.0264, 0.0773, 0.0124
1833, 0386, -0.0004, 0.9377, 0.0238, 0.0986, 0.0001
1643, 0363, -0.0001, 0.9252, 0.0354, 0.0373, -0.0548
1643, 0351, -0.0001, 0.9690, -0.0269, 0.0607, -0.0408
1643, 0360, -0.0001, 0.9581, 0.0161, 0.0030, -0.0762
1644, 0346, -0.0001, 0.9467, 0.0460, 0.0083, -0.0767
1645, 0379, -0.0004, 0.9054, 0.0068, 0.0445, -0.0798
1645, 0370, -0.0004, 0.9634, 0.0295, 0.0149, -0.0273
1645, 0384, -0.0002, 0.9313, 0.0451, 0.0053, -0.0155
1645, 0383, -0.0001, 0.9280, 0.0625, 0.0275, -0.0112
1645, 0358, -0.0004, 0.9543, 0.0734, -0.0163, -0.0106
1645, 0375, -0.0003, 0.9381, 0.0673, -0.0033, -0.0543
1646, 0352, -0.0003, 0.9675, 0.0416, 0.0187, -0.0603
1645, 0364, -0.0001, 0.9318, 0.0454, -0.0162, -0.0320
1647, 0380, 0.0002, 0.9200, 0.0497, -0.0336, 0.0001
1646, 0368, 0.0002, 0.9437, 0.0586, -0.0018, -0.0363
1647, 0367, 0.0001, 0.9710, 0.0448, -0.0033, -0.0349
1646, 0357, 0.0002, 0.9538, 0.0565, -0.0020, -0.0692
1646, 0348, -0.0002, 0.9455, 0.0714, -0.0394, -0.0250
1646, 0336, -0.0002, 0.9505, 0.0663, -0.0547, -0.0521
1646, 0335, -0.0004, 0.9468, 0.0460, -0.0042, -0.0154
1647, 0343, 0.0000, 0.9585, 0.0641, -0.0429, -0.0087
1646, 0332, -0.0005, 0.9711, 0.0363, 0.0124, 0.0009
1646, 0332, -0.0003, 0.9576, 0.0102, -0.0039, -0.0217
1646, 0332, -0.0007, 0.9643, -0.0235, 0.0267, 0.0171
1647, 0356, 0.0003, 0.9627, -0.0119, -0.0222, -0.0081
1646, 0373, 0.0000, 0.9496, 0.0453, -0.0195, 0.0276
1646, 0350, 0.0000, 0.9448, 0.0525, -0.0009, 0.0078
1646, 0365, -0.0001, 0.9486, 0.0291, 0.0451, 0.0323
1645, 0372, -0.0001, 0.9523, 0.0345, 0.0218, -0.0149
1646, 0356, -0.0001, 0.9688, 0.0302, 0.0108, -0.0168
1645, 0347, 0.0001, 0.9661, 0.0366, -0.0199, -0.0300
1644, 0317, -0.0003, 0.9654, 0.0619, 0.0489, 0.0201
1645, 0340, 0.0002, 0.9359, 0.0336, 0.0038, 0.0121
1644, 0320, -0.0005, 0.9650, 0.0299, 0.0250, 0.0801
1645, 0345, 0.0002, 0.9399, 0.0349, 0.0272, 0.0274
1670, 0370, -0.0007, 0.9138, 0.0303, -0.0103, -0.0816
1672, 0348, -0.0004, 0.9198, -0.0167, -0.0599, -0.0220
1672, 0327, -0.0004, 0.9336, 0.0123, -0.0068, -0.0132
1673, 0331, -0.0003, 0.9136, 0.0230, 0.0462, -0.0522
1670, 0332, -0.0003, 0.9553, -0.0081, 0.0360, -0.0610
1672, 0318, -0.0003, 0.9184, 0.0166, 0.0434, -0.0267
1672, 0320, -0.0004, 0.9477, 0.0327, 0.0360, -0.0147
1673, 0325, -0.0003, 0.9342, 0.0745, 0.0426, -0.0162
1673, 0321, -0.0004, 0.9217, 0.0433, 0.0277, -0.0298
1673, 0315, -0.0003, 0.9504, 0.0735, 0.0443, -0.0113
1705, 0415, 0.0014, 0.9466, -0.0141, 0.0573, 0.0685
1710, 0402, 0.0015, 0.8975, -0.0512, 0.0537, 0.0258
1714, 0365, 0.0014, 0.9493, -0.0167, 0.0466, 0.0183
1725, 0370, 0.0012, 0.9354, -0.0314, 0.0374, 0.0344
1734, 0377, 0.0011, 0.9208, -0.0084, 0.0303, -0.0223
1739, 0376, 0.0008, 0.9286, -0.0270, 0.0248, 0.0035
1738, 0413, 0.0007, 0.8993, 0.0049, 0.0450, -0.0037
1740, 0384, 0.0008, 0.9376, 0.0119, 0.0421, -0.0162
1740, 0363, 0.0009, 0.9213, -0.0278, 0.0496, -0.0106
1739, 0375, 0.0006, 0.9501, -0.0351, 0.0105, -0.0307
1739, 0362, 0.0008, 0.9397, -0.0020, 0.0466, 0.0042
1747, 0367, -0.0005, 0.9395, 0.0139, 0.0013, -0.0774
1745, 0365, 0.0003, 0.9022, -0.0019, -0.0175, -0.0481
1747, 0350, -0.0001, 0.9307, 0.0344, 0.0059, -0.0633
1915, 0406, 0.0004, 0.9417, 0.0638, -0.0170, -0.0694
1921, 0403, -0.0001, 0.9495, 0.0741, 0.0326, -0.0831
1926, 0386, -0.0000, 0.9484, 0.0276, -0.0086, -0.0726
1928, 0383, -0.0003, 0.9505, 0.0541, 0.0236, -0.0600
1932, 0383, -0.0003, 0.9284, 0.0479, 0.0464, -0.0539
1928, 0380, -0.0004, 0.9386, 0.0386, 0.0130, -0.0445
1929, 0374, -0.0002, 0.9441, 0.0339, -0.0094, 0.0040
1924, 0347, -0.0002, 0.9187, 0.0839, 0.0216, 0.0266
1923, 0371, -0.0002, 0.9272, -0.0057, 0.0145, 0.0129
1926, 0383, -0.0004, 0.9148, 0.0140, 0.0211, 0.0048
1923, 0363, -0.0003, 0.9278, -0.0125, -0.0674, 0.0264
1921, 0385, -0.0002, 0.8990, -0.0070, -0.0083, 0.0203
1920, 0398, -0.0002, 0.8921, 0.0107, -0.0436, -0.0070
1920, 0382, -0.0004, 0.9098, 0.0013, -0.0285, 0.0354
1918, 0361, -0.0006, 0.9489, -0.0016, -0.0070, -0.0232
1918, 0356, -0.0004, 0.8801, -0.0219, -0.0066, 0.0126
1918, 0374, -0.0001, 0.9320, 0.0087, 0.0076, -0.0365
1917, 0375, -0.0005, 0.9547, 0.0137, -0.0043, -0.0335
1918, 0359, -0.0006, 0.9403, 0.0439, 0.0124, -0.0194
1917, 0373, -0.0008, 0.9193, 0.0084, 0.0007, -0.0095
1760, 0396, -0.0008, 0.9178, -0.0275, -0.0268, -0.0441
1767, 0389, -0.0005, 0.9269, -0.0103, -0.0329, -0.0695
1736, 0397, 0.0023, 0.9326, 0.0603, 0.0196, -0.1147
1743, 0419, 0.0016, 0.9223, 0.1115, -0.0047, -0.1545
1749, 0392, 0.0015, 0.9213, 0.0715, -0.0174, -0.1080
1761, 0378, 0.0017, 0.9258, 0.0909, -0.0262, -0.0843
1766, 0366, 0.0014, 0.9119, 0.0286, -0.0380, -0.0691
1768, 0389, 0.0012, 0.9460, 0.0427, -0.0227, -0.0661
1769, 0381, 0.0013, 0.9311, 0.0286, -0.0401, -0.0866
1770, 0384, 0.0014, 0.9307, 0.0197, -0.0495, -0.0948
1815, 0354, -0.0008, 0.9708, -0.0223, 0.0005, -0.1692
1809, 0369, -0.0005, 0.9641, -0.0192, -0.0421, -0.1418
1802, 0375, -0.0005, 0.9530, 0.0173, -0.0159, -0.1220
1799, 0388, -0.0007, 0.9558, -0.0151, 0.0089, -0.1445
1795, 0394, -0.0004, 0.9540, 0.0054, -0.0088, -0.1155
1798, 0400, -0.0005, 0.9175, -0.0211, -0.0067, -0.0849
1797, 0401, -0.0006, 0.9634, -0.0245, -0.0205, -0.0977
1797, 0367, -0.0006, 0.9475, -0.0271, -0.0330, -0.1198
1790, 0393, -0.0005, 0.9667, -0.0296, 0.0326, -0.0496
1793, 0385, -0.0003, 1.0012, -0.0261, 0.0128, -0.0930
1793, 0380, -0.0004, 0.9583, -0.0372, 0.0506, -0.1030
1792, 0389, -0.0001, 0.9750, -0.0162, 0.0751, -0.0895
1794, 0389, -0.0003, 0.9710, -0.0239, 0.0211, -0.0615
1797, 0370, -0.0001, 0.9484, -0.0230, 0.0540, -0.0723
1597, 0347, 0.0003, 0.9599, -0.0165, -0.0508, -0.1712
1598, 0354, 0.0003, 0.9342, -0.0032, -0.0590, -0.1581
1605, 0359, 0.0005, 0.9180, -0.0199, -0.0559, -0.1743
1608, 0333, 0.0006, 0.9759, -0.0451, -0.0178, -0.1499
1609, 0338, 0.0002, 0.9948, 0.0098, -0.0427, -0.1353
1612, 0348, 0.0002, 0.9605, -0.0050, -0.0463, -0.1100
1613, 0336, 0.0003, 0.9708, 0.0102, -0.0426, -0.1536
1613, 0350, 0.0004, 0.9905, -0.0092, -0.0613, -0.1265
1617, 0350, 0.0004, 0.9428, 0.0251, -0.0115, -0.1120
1618, 0350, 0.0004, 0.9562, 0.0062, -0.0489, -0.1092
1618, 0351, 0.0002, 0.9430, 0.0140, -0.0483, -0.1450
1697, 0305, 0.0014, 0.9514, 0.0035, 0.0429, -0.0798
1698, 0314, 0.0009, 0.9870, -0.0254, -0.0059, -0.0591
1700, 0302, 0.0011, 0.9691, -0.0179, -0.0271, -0.0451
1703, 0321, 0.0016, 0.9245, -0.0041, -0.0585, -0.0876
1701, 0303, 0.0012, 0.9507, 0.0024, -0.0264, 0.0217
1704, 0290, 0.0010, 0.9582, 0.0346, -0.0188, -0.0243
1704, 0292, 0.0005, 0.9536, -0.0004, 0.0438, 0.0134
1704, 0286, -0.0006, 0.9198, 0.0648, 0.0502, -0.0175
1703, 0294, 0.0002, 0.9253, 0.0557, 0.0750, 0.0056
1703, 0292, -0.0001, 0.9530, -0.0136, -0.0144, 0.0248
1704, 0303, 0.0002, 0.9241, -0.0177, 0.0191, -0.0015
1705, 0279, 0.0003, 0.9372, 0.0182, 0.0583, 0.0180
1706, 0279, -0.0002, 0.9498, -0.0075, 0.0562, 0.0179
1706, 0297, 0.0001, 0.9410, -0.0272, 0.0711, -0.0011
1706, 0290, 0.0001, 0.9294, 0.0112, -0.0056, -0.0303
1704, 0301, 0.0005, 0.9235, -0.0096, 0.0359, -0.0293
1708, 0310, 0.0001, 0.9607, 0.0011, 0.0778, 0.0439
1705, 0300, 0.0006, 0.9758, -0.0125, 0.0729, 0.0457
