FID,    NpFeat,      NpMap,  M/F,   Angle,    Trans,    Tx,      Ty,    Tz,      qx,     qy,     qz,     qw  
421, 0001913827, 0050000000, 26.1, +68.79249, +0.79687, +0.607, -0.484, +0.178, +0.144, +0.413, +0.357, +0.825
422, 0001922748, 0050000000, 26.0, +69.64470, +0.79980, +0.616, -0.478, +0.176, +0.142, +0.419, +0.361, +0.821
423, 0001931587, 0050000000, 25.9, +70.56135, +0.80299, +0.631, -0.468, +0.166, +0.138, +0.424, +0.367, +0.816
424, 0001940280, 0050000000, 25.8, +70.84067, +0.81016, +0.643, -0.463, +0.169, +0.133, +0.424, +0.373, +0.815
425, 0001949013, 0050000000, 25.7, +71.51015, +0.81237, +0.661, -0.448, +0.150, +0.134, +0.428, +0.375, +0.812
426, 0001957745, 0050000000, 25.5, +71.57238, +0.81172, +0.671, -0.431, +0.154, +0.128, +0.429, +0.376, +0.811
427, 0001966930, 0050000000, 25.4, +71.64229, +0.79417, +0.669, -0.393, +0.169, +0.121, +0.432, +0.376, +0.811
428, 0001976599, 0050000000, 25.3, +71.88593, +0.79725, +0.670, -0.397, +0.171, +0.125, +0.437, +0.371, +0.810
429, 0001986348, 0050000000, 25.2, +72.33669, +0.79443, +0.674, -0.386, +0.168, +0.125, +0.441, +0.372, +0.807
430, 0001996273, 0050000000, 25.0, +72.78093, +0.78443, +0.669, -0.372, +0.173, +0.125, +0.444, +0.373, +0.805
431, 0002006313, 0050000000, 24.9, +73.49783, +0.77755, +0.667, -0.366, +0.162, +0.132, +0.446, +0.376, +0.801
432, 0002016288, 0050000000, 24.8, +73.89473, +0.76194, +0.662, -0.343, +0.158, +0.133, +0.448, +0.378, +0.799
433, 0002026381, 0050000000, 24.7, +74.08297, +0.74389, +0.654, -0.312, +0.167, +0.129, +0.450, +0.379, +0.798
434, 0002036624, 0050000000, 24.6, +74.33150, +0.71856, +0.633, -0.293, +0.171, +0.129, +0.454, +0.376, +0.797
435, 0002047321, 0050000000, 24.4, +74.62993, +0.71258, +0.635, -0.278, +0.164, +0.130, +0.459, +0.374, +0.795
436, 0002058267, 0050000000, 24.3, +75.61910, +0.69807, +0.624, -0.267, +0.163, +0.131, +0.464, +0.379, +0.790
437, 0002069468, 0050000000, 24.2, +75.46083, +0.68461, +0.602, -0.280, +0.167, +0.138, +0.465, +0.373, +0.791
438, 0002080449, 0050000000, 24.0, +75.91129, +0.67511, +0.595, -0.280, +0.151, +0.143, +0.467, +0.374, +0.788
439, 0002091013, 0050000000, 23.9, +76.51852, +0.65961, +0.595, -0.251, +0.136, +0.142, +0.469, +0.379, +0.785
440, 0002101815, 0050000000, 23.8, +77.19825, +0.64393, +0.581, -0.246, +0.130, +0.148, +0.471, +0.381, +0.782
441, 0002112322, 0050000000, 23.7, +77.72066, +0.63987, +0.575, -0.257, +0.114, +0.155, +0.473, +0.382, +0.779
442, 0002122777, 0050000000, 23.6, +78.14539, +0.60426, +0.549, -0.228, +0.110, +0.149, +0.475, +0.386, +0.776
443, 0002132973, 0050000000, 23.4, +78.45955, +0.59984, +0.547, -0.228, +0.092, +0.154, +0.478, +0.385, +0.775
444, 0002143238, 0050000000, 23.3, +78.80662, +0.59225, +0.544, -0.220, +0.081, +0.154, +0.480, +0.386, +0.773
445, 0002153205, 0050000000, 23.2, +78.60966, +0.57912, +0.533, -0.213, +0.080, +0.154, +0.478, +0.386, +0.774
446, 0002162914, 0050000000, 23.1, +78.91122, +0.56376, +0.531, -0.182, +0.048, +0.153, +0.482, +0.385, +0.772
447, 0002172398, 0050000000, 23.0, +78.72070, +0.54972, +0.523, -0.165, +0.035, +0.153, +0.480, +0.385, +0.773
448, 0002181913, 0050000000, 22.9, +78.54856, +0.52858, +0.513, -0.124, +0.035, +0.150, +0.478, +0.386, +0.774
449, 0002191423, 0050000000, 22.8, +78.36153, +0.52857, +0.517, -0.107, +0.029, +0.155, +0.475, +0.386, +0.775
450, 0002200728, 0050000000, 22.7, +78.13144, +0.52926, +0.517, -0.113, +0.014, +0.156, +0.475, +0.383, +0.776
451, 0002209845, 0050000000, 22.6, +78.20534, +0.51928, +0.508, -0.110, +0.003, +0.159, +0.476, +0.383, +0.776
452, 0002219005, 0050000000, 22.5, +77.95797, +0.51809, +0.508, -0.100, +0.000, +0.156, +0.477, +0.379, +0.777
453, 0002228088, 0050000000, 22.4, +77.51839, +0.49821, +0.493, -0.070, +0.015, +0.150, +0.474, +0.381, +0.780
454, 0002237004, 0050000000, 22.4, +77.67959, +0.49336, +0.490, -0.056, +0.018, +0.154, +0.472, +0.383, +0.779
455, 0002246341, 0050000000, 22.3, +78.89980, +0.47763, +0.477, -0.030, +0.009, +0.160, +0.474, +0.391, +0.772
456, 0002255679, 0050000000, 22.2, +79.58503, +0.47534, +0.474, -0.033, +0.003, +0.166, +0.476, +0.394, +0.768
457, 0002264941, 0050000000, 22.1, +79.68849, +0.46536, +0.465, -0.025, -0.003, +0.165, +0.478, +0.394, +0.768
458, 0002274456, 0050000000, 22.0, +79.79875, +0.45095, +0.450, -0.020, +0.018, +0.163, +0.478, +0.395, +0.767
459, 0002284550, 0050000000, 21.9, +81.27150, +0.43463, +0.434, -0.008, +0.029, +0.169, +0.483, +0.403, +0.759
460, 0002295035, 0050000000, 21.8, +82.15195, +0.41767, +0.417, +0.011, +0.027, +0.175, +0.483, +0.409, +0.754
461, 0002305855, 0050000000, 21.7, +82.93822, +0.40372, +0.402, +0.027, +0.023, +0.176, +0.489, +0.410, +0.749
462, 0002317307, 0050000000, 21.6, +83.54848, +0.39182, +0.386, +0.048, +0.046, +0.176, +0.490, +0.415, +0.746
463, 0002329253, 0050000000, 21.5, +84.32666, +0.37851, +0.370, +0.058, +0.056, +0.183, +0.491, +0.419, +0.741
464, 0002341134, 0050000000, 21.4, +84.50057, +0.36884, +0.358, +0.064, +0.059, +0.185, +0.490, +0.422, +0.740
465, 0002352824, 0050000000, 21.3, +84.00028, +0.36249, +0.352, +0.063, +0.060, +0.187, +0.485, +0.421, +0.743
466, 0002364230, 0050000000, 21.1, +83.33566, +0.36574, +0.357, +0.062, +0.048, +0.188, +0.481, +0.419, +0.747
467, 0002375233, 0050000000, 21.1, +81.79073, +0.37138, +0.365, +0.033, +0.058, +0.182, +0.473, +0.414, +0.756
468, 0002385222, 0050000000, 21.0, +81.09947, +0.36770, +0.365, +0.016, +0.041, +0.172, +0.470, +0.415, +0.760
469, 0002393889, 0050000000, 20.9, +80.99193, +0.36609, +0.361, +0.060, +0.018, +0.152, +0.468, +0.423, +0.760
470, 0002401910, 0050000000, 20.8, +81.46241, +0.33021, +0.322, +0.066, +0.033, +0.145, +0.454, +0.446, +0.758
471, 0002409017, 0050000000, 20.8, +81.65182, +0.32871, +0.320, +0.070, +0.024, +0.135, +0.450, +0.455, +0.757
472, 0002415044, 0050000000, 20.7, +81.85767, +0.32374, +0.313, +0.084, +0.011, +0.125, +0.446, +0.463, +0.756
473, 0002420219, 0050000000, 20.7, +81.92534, +0.32666, +0.309, +0.107, +0.003, +0.119, +0.436, +0.475, +0.755
474, 0002424999, 0050000000, 20.6, +81.18636, +0.31274, +0.296, +0.101, +0.001, +0.116, +0.424, +0.480, +0.759
475, 0002429430, 0050000000, 20.6, +80.51687, +0.30913, +0.291, +0.104, -0.011, +0.112, +0.419, +0.479, +0.763
476, 0002433555, 0050000000, 20.5, +81.11592, +0.29306, +0.271, +0.109, -0.016, +0.113, +0.411, +0.491, +0.760
477, 0002437428, 0050000000, 20.5, +80.30418, +0.29419, +0.277, +0.094, -0.028, +0.111, +0.408, +0.486, +0.764
478, 0002440973, 0050000000, 20.5, +80.23901, +0.30293, +0.285, +0.087, -0.055, +0.111, +0.410, +0.484, +0.765
479, 0002444270, 0050000000, 20.5, +78.83319, +0.26660, +0.254, +0.076, -0.033, +0.103, +0.392, +0.489, +0.773
480, 0002447449, 0050000000, 20.4, +79.77855, +0.26109, +0.243, +0.086, -0.041, +0.107, +0.382, +0.503, +0.767
481, 0002450546, 0050000000, 20.4, +79.40191, +0.26396, +0.247, +0.074, -0.059, +0.112, +0.377, +0.503, +0.769
482, 0002453522, 0050000000, 20.4, +79.72366, +0.25583, +0.239, +0.064, -0.066, +0.114, +0.369, +0.511, +0.768
483, 0002456406, 0050000000, 20.4, +79.75462, +0.25909, +0.241, +0.050, -0.081, +0.117, +0.367, +0.513, +0.767
484, 0002459242, 0050000000, 20.3, +80.06541, +0.25464, +0.234, +0.040, -0.091, +0.115, +0.366, +0.516, +0.766
485, 0002462006, 0050000000, 20.3, +80.11311, +0.27004, +0.239, +0.050, -0.115, +0.109, +0.366, +0.518, +0.765
486, 0002464755, 0050000000, 20.3, +80.21732, +0.25345, +0.222, +0.041, -0.116, +0.094, +0.365, +0.523, +0.765
487, 0002467454, 0050000000, 20.3, +78.73127, +0.25488, +0.212, +0.041, -0.136, +0.091, +0.358, +0.515, +0.773
488, 0002470057, 0050000000, 20.2, +78.58639, +0.26459, +0.214, +0.036, -0.151, +0.088, +0.357, +0.516, +0.774
489, 0002472600, 0050000000, 20.2, +77.74539, +0.26499, +0.200, +0.042, -0.168, +0.081, +0.348, +0.516, +0.779
490, 0002475153, 0050000000, 20.2, +76.75472, +0.27813, +0.205, -0.006, -0.188, +0.093, +0.344, +0.508, +0.784
491, 0002477665, 0050000000, 20.2, +76.76643, +0.30302, +0.215, -0.023, -0.212, +0.091, +0.342, +0.510, +0.784
492, 0002480111, 0050000000, 20.2, +77.20152, +0.27412, +0.180, -0.006, -0.206, +0.068, +0.335, +0.522, +0.782
493, 0002482466, 0050000000, 20.1, +76.62740, +0.27964, +0.174, -0.037, -0.216, +0.066, +0.334, +0.518, +0.785
494, 0002484733, 0050000000, 20.1, +75.42621, +0.27072, +0.155, -0.055, -0.215, +0.056, +0.330, +0.512, +0.791
495, 0002486881, 0050000000, 20.1, +75.10248, +0.27304, +0.145, -0.083, -0.216, +0.054, +0.329, +0.510, +0.793
496, 0002488948, 0050000000, 20.1, +76.54996, +0.28512, +0.151, -0.067, -0.232, +0.046, +0.345, +0.512, +0.785
497, 0002490931, 0050000000, 20.1, +76.72355, +0.29943, +0.155, -0.083, -0.243, +0.046, +0.350, +0.510, +0.784
498, 0002492812, 0050000000, 20.1, +79.64079, +0.25796, +0.092, -0.063, -0.233, +0.031, +0.350, +0.535, +0.768
499, 0002494583, 0050000000, 20.0, +81.99487, +0.28596, +0.106, -0.077, -0.254, +0.042, +0.360, +0.547, +0.755
500, 0002496313, 0050000000, 20.0, +83.01882, +0.29892, +0.102, -0.094, -0.265, +0.041, +0.365, +0.551, +0.749
501, 0002497994, 0050000000, 20.0, +76.40155, +0.31500, +0.115, -0.157, -0.248, +0.035, +0.347, +0.511, +0.786
502, 0002499595, 0050000000, 20.0, +75.99352, +0.35021, +0.149, -0.175, -0.264, +0.042, +0.357, +0.500, +0.788
503, 0002501151, 0050000000, 20.0, +74.43005, +0.35515, +0.144, -0.177, -0.272, +0.038, +0.351, +0.491, +0.796
504, 0002502683, 0050000000, 20.0, +74.70387, +0.36245, +0.147, -0.178, -0.280, +0.033, +0.358, +0.489, +0.795
505, 0002504149, 0050000000, 20.0, +74.08365, +0.35513, +0.132, -0.202, -0.260, +0.023, +0.353, +0.488, +0.798
506, 0002505602, 0050000000, 20.0, +73.80188, +0.35708, +0.109, -0.218, -0.261, +0.018, +0.349, +0.488, +0.800
507, 0002507002, 0050000000, 19.9, +74.83092, +0.38295, +0.083, -0.294, -0.231, +0.019, +0.349, +0.497, +0.794
508, 0002508348, 0050000000, 19.9, +76.37275, +0.34383, +0.029, -0.274, -0.206, -0.012, +0.339, +0.517, +0.786
509, 0002509676, 0050000000, 19.9, +74.88111, +0.39681, +0.090, -0.320, -0.217, +0.007, +0.348, +0.498, +0.794
510, 0002510909, 0050000000, 19.9, +77.73941, +0.37666, +0.047, -0.301, -0.221, -0.008, +0.352, +0.519, +0.779
511, 0002512084, 0050000000, 19.9, +79.78107, +0.37720, +0.065, -0.277, -0.248, -0.007, +0.366, +0.526, +0.767
512, 0002513221, 0050000000, 19.9, +78.22285, +0.38089, +0.079, -0.289, -0.235, -0.007, +0.348, +0.526, +0.776
513, 0002514303, 0050000000, 19.9, +81.13610, +0.36863, +0.060, -0.260, -0.255, -0.016, +0.360, +0.541, +0.760
514, 0002515330, 0050000000, 19.9, +82.90610, +0.39042, +0.077, -0.280, -0.261, -0.003, +0.377, +0.544, +0.749
515, 0002516349, 0050000000, 19.9, +86.24073, +0.37518, +0.054, -0.271, -0.254, -0.016, +0.381, +0.567, +0.730
516, 0002517285, 0050000000, 19.9, +86.19292, +0.38556, +0.061, -0.292, -0.244, -0.015, +0.382, +0.566, +0.730
517, 0002518194, 0050000000, 19.9, +87.81631, +0.39206, +0.061, -0.296, -0.249, -0.013, +0.395, +0.570, +0.720
518, 0002519072, 0050000000, 19.8, +86.96708, +0.39559, +0.054, -0.313, -0.236, -0.018, +0.393, +0.565, +0.726
519, 0002519904, 0050000000, 19.8, +87.97434, +0.40840, +0.067, -0.319, -0.247, -0.011, +0.403, +0.566, +0.719
520, 0002520705, 0050000000, 19.8, +81.06403, +0.42327, +0.026, -0.379, -0.186, -0.029, +0.350, +0.546, +0.760
521, 0002521482, 0050000000, 19.8, +82.15314, +0.43504, +0.037, -0.388, -0.193, -0.020, +0.357, +0.551, +0.754
522, 0002522234, 0050000000, 19.8, +76.67181, +0.43873, +0.024, -0.403, -0.171, -0.039, +0.333, +0.522, +0.784
523, 0002522951, 0050000000, 19.8, +80.58771, +0.42215, +0.015, -0.374, -0.195, -0.026, +0.355, +0.540, +0.763
524, 0002523669, 0050000000, 19.8, +71.64333, +0.46362, +0.006, -0.438, -0.152, -0.021, +0.325, +0.486, +0.811
525, 0002524371, 0050000000, 19.8, +72.27194, +0.45264, +0.050, -0.417, -0.169, -0.025, +0.329, +0.489, +0.808
526, 0002525078, 0050000000, 19.8, +69.63604, +0.45979, +0.047, -0.429, -0.158, -0.024, +0.329, +0.466, +0.821
527, 0002525794, 0050000000, 19.8, +70.23560, +0.45071, +0.034, -0.426, -0.145, -0.016, +0.336, +0.466, +0.818
528, 0002526528, 0050000000, 19.8, +71.13261, +0.42802, +0.022, -0.406, -0.135, -0.023, +0.326, +0.481, +0.813
529, 0002527273, 0050000000, 19.8, +72.03464, +0.43022, +0.027, -0.407, -0.136, -0.012, +0.337, +0.482, +0.809
530, 0002528043, 0050000000, 19.8, +79.84837, +0.36471, +0.011, -0.327, -0.162, -0.041, +0.354, +0.534, +0.767
531, 0002528831, 0050000000, 19.8, +78.94449, +0.36863, -0.010, -0.342, -0.136, -0.040, +0.350, +0.529, +0.772
532, 0002529647, 0050000000, 19.8, +81.13425, +0.36323, +0.020, -0.331, -0.149, -0.029, +0.368, +0.535, +0.760
533, 0002530486, 0050000000, 19.8, +81.16019, +0.37678, -0.006, -0.354, -0.130, -0.016, +0.368, +0.536, +0.759
534, 0002531336, 0050000000, 19.8, +74.71756, +0.40938, -0.002, -0.398, -0.097, -0.010, +0.351, +0.495, +0.795
535, 0002532201, 0050000000, 19.7, +74.39758, +0.40335, -0.006, -0.393, -0.092, -0.014, +0.347, +0.495, +0.797
536, 0002533062, 0050000000, 19.7, +72.51722, +0.43594, -0.001, -0.426, -0.092, +0.003, +0.354, +0.473, +0.806
537, 0002533926, 0050000000, 19.7, +74.89942, +0.41294, -0.018, -0.396, -0.115, -0.004, +0.368, +0.484, +0.794
538, 0002534810, 0050000000, 19.7, +80.28322, +0.39597, +0.025, -0.365, -0.151, +0.015, +0.391, +0.512, +0.764
539, 0002535694, 0050000000, 19.7, +53.54627, +0.50326, -0.034, -0.501, -0.035, +0.005, +0.267, +0.362, +0.893
540, 0002536571, 0050000000, 19.7, +54.33094, +0.48364, -0.024, -0.482, -0.034, -0.008, +0.283, +0.358, +0.890
541, 0002537503, 0050000000, 19.7, +53.30407, +0.51635, -0.030, -0.514, -0.037, +0.021, +0.287, +0.344, +0.894
542, 0002538411, 0050000000, 19.7, +52.50664, +0.52299, -0.024, -0.522, -0.031, +0.018, +0.284, +0.339, +0.897
543, 0002539383, 0050000000, 19.7, +52.72150, +0.49912, -0.053, -0.496, -0.013, -0.002, +0.281, +0.344, +0.896
544, 0002540380, 0050000000, 19.7, +55.17599, +0.48191, -0.037, -0.480, -0.017, -0.004, +0.289, +0.362, +0.886
545, 0002541370, 0050000000, 19.7, +56.02719, +0.46636, -0.037, -0.464, -0.024, -0.005, +0.292, +0.367, +0.883
546, 0002542380, 0050000000, 19.7, +55.77765, +0.47457, -0.032, -0.473, -0.023, +0.005, +0.294, +0.364, +0.884
547, 0002543435, 0050000000, 19.7, +52.83393, +0.50374, -0.035, -0.502, -0.018, +0.013, +0.286, +0.341, +0.896
548, 0002544511, 0050000000, 19.7, +51.33173, +0.51529, -0.044, -0.513, -0.004, +0.014, +0.273, +0.336, +0.901
549, 0002545604, 0050000000, 19.6, +50.97520, +0.51898, -0.042, -0.517, -0.005, +0.019, +0.272, +0.333, +0.903
550, 0002546700, 0050000000, 19.6, +49.25953, +0.52405, -0.045, -0.522, +0.003, +0.010, +0.265, +0.321, +0.909
551, 0002547798, 0050000000, 19.6, +48.50389, +0.52329, -0.046, -0.521, +0.008, +0.004, +0.261, +0.317, +0.912
552, 0002548913, 0050000000, 19.6, +47.26696, +0.51312, -0.055, -0.510, +0.010, -0.007, +0.254, +0.310, +0.916
553, 0002550005, 0050000000, 19.6, +45.78259, +0.51925, -0.056, -0.516, +0.013, -0.008, +0.249, +0.299, +0.921
554, 0002551084, 0050000000, 19.6, +45.11424, +0.52109, -0.053, -0.518, +0.012, -0.012, +0.246, +0.294, +0.923
555, 0002552123, 0050000000, 19.6, +49.57937, +0.48783, -0.009, -0.488, -0.012, -0.016, +0.262, +0.327, +0.908
556, 0002553164, 0050000000, 19.6, +49.52135, +0.49093, -0.018, -0.490, -0.011, -0.019, +0.259, +0.329, +0.908
557, 0002554200, 0050000000, 19.6, +51.36955, +0.47691, -0.025, -0.475, -0.032, -0.006, +0.255, +0.350, +0.901
558, 0002555246, 0050000000, 19.6, +55.71492, +0.46929, +0.019, -0.464, -0.068, +0.011, +0.285, +0.370, +0.884
559, 0002556279, 0050000000, 19.6, +56.53073, +0.46898, +0.025, -0.463, -0.073, +0.007, +0.293, +0.372, +0.881
560, 0002557306, 0050000000, 19.6, +56.22694, +0.48698, -0.006, -0.484, -0.055, +0.013, +0.284, +0.375, +0.882
561, 0002558343, 0050000000, 19.5, +54.42280, +0.50003, -0.017, -0.498, -0.044, +0.009, +0.272, +0.368, +0.889
562, 0002559344, 0050000000, 19.5, +54.53717, +0.50218, -0.015, -0.500, -0.046, +0.006, +0.268, +0.371, +0.889
563, 0002560343, 0050000000, 19.5, +57.36287, +0.47941, -0.013, -0.475, -0.061, -0.003, +0.288, +0.384, +0.877
564, 0002561367, 0050000000, 19.5, +58.39610, +0.48841, -0.045, -0.483, -0.056, +0.014, +0.295, +0.389, +0.873
565, 0002562381, 0050000000, 19.5, +56.57307, +0.49681, -0.063, -0.490, -0.048, +0.009, +0.285, +0.378, +0.881
566, 0002563404, 0050000000, 19.5, +47.86954, +0.52406, -0.166, -0.497, -0.021, -0.010, +0.247, +0.321, +0.914
567, 0002564441, 0050000000, 19.5, +50.78931, +0.52543, -0.148, -0.503, -0.030, +0.016, +0.263, +0.338, +0.903
568, 0002565495, 0050000000, 19.5, +51.06587, +0.52197, -0.139, -0.502, -0.028, +0.020, +0.262, +0.341, +0.902
569, 0002566534, 0050000000, 19.5, +49.03885, +0.53772, -0.151, -0.516, -0.021, +0.015, +0.260, +0.323, +0.910
570, 0002567570, 0050000000, 19.5, +47.81852, +0.54343, -0.166, -0.517, -0.005, +0.009, +0.251, +0.318, +0.914
571, 0002568608, 0050000000, 19.5, +54.63427, +0.49309, -0.151, -0.469, -0.026, -0.011, +0.274, +0.368, +0.888
572, 0002569659, 0050000000, 19.5, +48.08562, +0.51720, -0.174, -0.487, +0.007, -0.029, +0.254, +0.317, +0.913
573, 0002570739, 0050000000, 19.4, +48.41050, +0.51358, -0.186, -0.478, +0.008, -0.032, +0.249, +0.324, +0.912
574, 0002571812, 0050000000, 19.4, +48.34650, +0.52936, -0.205, -0.488, +0.009, -0.012, +0.250, +0.324, +0.912
575, 0002572900, 0050000000, 19.4, +48.13573, +0.56089, -0.215, -0.518, -0.013, +0.015, +0.267, +0.308, +0.913
576, 0002573994, 0050000000, 19.4, +49.68229, +0.54647, -0.204, -0.507, -0.018, +0.017, +0.277, +0.315, +0.907
577, 0002575110, 0050000000, 19.4, +48.09289, +0.54737, -0.215, -0.503, -0.013, +0.013, +0.270, +0.305, +0.913
578, 0002576239, 0050000000, 19.4, +49.82215, +0.53142, -0.212, -0.487, -0.015, +0.003, +0.280, +0.314, +0.907
579, 0002577354, 0050000000, 19.4, +49.44731, +0.53782, -0.215, -0.493, -0.003, +0.005, +0.276, +0.314, +0.908
580, 0002578492, 0050000000, 19.4, +46.37430, +0.57638, -0.239, -0.524, +0.026, +0.012, +0.261, +0.294, +0.919
581, 0002579633, 0050000000, 19.4, +50.96655, +0.58597, -0.191, -0.554, +0.018, +0.039, +0.288, +0.317, +0.903
582, 0002580822, 0050000000, 19.4, +51.18256, +0.53713, -0.185, -0.504, +0.011, +0.020, +0.280, +0.329, +0.902
583, 0002582001, 0050000000, 19.4, +51.89738, +0.53954, -0.194, -0.503, +0.005, +0.020, +0.286, +0.330, +0.899
584, 0002583179, 0050000000, 19.4, +51.82556, +0.53391, -0.189, -0.499, +0.015, +0.010, +0.280, +0.335, +0.899
585, 0002584345, 0050000000, 19.3, +50.66018, +0.55738, -0.205, -0.518, +0.028, +0.007, +0.280, +0.324, +0.904
586, 0002585483, 0050000000, 19.3, +48.71123, +0.57651, -0.223, -0.530, +0.038, +0.008, +0.272, +0.310, +0.911
587, 0002586609, 0050000000, 19.3, +47.88465, +0.58603, -0.238, -0.534, +0.039, +0.011, +0.262, +0.309, +0.914
588, 0002587738, 0050000000, 19.3, +47.60693, +0.59710, -0.241, -0.545, +0.041, +0.016, +0.264, +0.305, +0.915
589, 0002588857, 0050000000, 19.3, +48.66174, +0.60078, -0.235, -0.552, +0.034, +0.018, +0.267, +0.313, +0.911
590, 0002589962, 0050000000, 19.3, +49.23265, +0.59771, -0.256, -0.539, +0.033, +0.014, +0.265, +0.321, +0.909
591, 0002591077, 0050000000, 19.3, +51.79803, +0.58245, -0.244, -0.529, +0.024, +0.018, +0.274, +0.340, +0.900
592, 0002592197, 0050000000, 19.3, +52.73817, +0.55597, -0.233, -0.505, +0.012, +0.015, +0.275, +0.348, +0.896
593, 0002593330, 0050000000, 19.3, +53.79099, +0.54530, -0.226, -0.496, +0.014, +0.011, +0.282, +0.353, +0.892
